minutes,IO_io_readbytes_openeuler-home,IO_io_readbytes_openeuler-root,IO_io_readbytes_openeuler-swap,IO_io_readbytes_sda,IO_io_readbytes_source,IO_io_writebytes_openeuler-home,IO_io_writebytes_openeuler-root,IO_io_writebytes_openeuler-swap,IO_io_writebytes_sda,IO_io_writebytes_source,cpu_cpu_iowait_cpu 0,cpu_cpu_iowait_cpu 1,cpu_cpu_iowait_cpu 2,cpu_cpu_iowait_cpu 3,cpu_cpu_iowait_cpu 4,cpu_cpu_iowait_cpu 5,cpu_cpu_iowait_cpu 6,cpu_cpu_iowait_cpu 7,cpu_cpu_iowait_cpu 8,cpu_cpu_iowait_cpu 9,cpu_cpu_iowait_source,cpu_cpu_irq_cpu 0,cpu_cpu_irq_cpu 1,cpu_cpu_irq_cpu 2,cpu_cpu_irq_cpu 3,cpu_cpu_irq_cpu 4,cpu_cpu_irq_cpu 5,cpu_cpu_irq_cpu 6,cpu_cpu_irq_cpu 7,cpu_cpu_irq_cpu 8,cpu_cpu_irq_cpu 9,cpu_cpu_irq_source,cpu_cpu_system_cpu 0,cpu_cpu_system_cpu 1,cpu_cpu_system_cpu 2,cpu_cpu_system_cpu 3,cpu_cpu_system_cpu 4,cpu_cpu_system_cpu 5,cpu_cpu_system_cpu 6,cpu_cpu_system_cpu 7,cpu_cpu_system_cpu 8,cpu_cpu_system_cpu 9,cpu_cpu_system_source,cpu_cpu_user_cpu 0,cpu_cpu_user_cpu 1,cpu_cpu_user_cpu 2,cpu_cpu_user_cpu 3,cpu_cpu_user_cpu 4,cpu_cpu_user_cpu 5,cpu_cpu_user_cpu 6,cpu_cpu_user_cpu 7,cpu_cpu_user_cpu 8,cpu_cpu_user_cpu 9,cpu_cpu_user_source,cpu_cpu_utilization_cpu 0,cpu_cpu_utilization_cpu 1,cpu_cpu_utilization_cpu 2,cpu_cpu_utilization_cpu 3,cpu_cpu_utilization_cpu 4,cpu_cpu_utilization_cpu 5,cpu_cpu_utilization_cpu 6,cpu_cpu_utilization_cpu 7,cpu_cpu_utilization_cpu 8,cpu_cpu_utilization_cpu 9,cpu_cpu_utilization_source,network_tcp_srtt_source,network_tcp_srtt_SRTT_cumulative,other_tcp_customersservice_customers_service,other_tcp_customersservice_source,other_tcp_visitsservice_visits_service,other_tcp_visitsservice_source
2025-05-17 16:59:45,1175552,3002368,0,4546560,threadfull,1175552,3002368,4546560,,threadfull,0,20,0,20,30,10,90,0,0,0,THREADFULL,150,220,140,120,100,210,120,160,0,0,THREADFULL,450,570,480,530,560,490,670,420,0,0,THREADFULL,4280,4660,4680,8120,7740,4580,7970,4910,0,0,THREADFULL,35.75,37.1,37.0,37.6,37.0,35.85,37.45,37.25,0,0,THREADFULL,THREADFULL,745.0,0.0,THREADFULL,0.0,THREADFULL
2025-05-17 17:00:00,1175552,3002368,0,4546560,threadfull,1175552,3002368,4546560,,threadfull,90,10,380,0,60,80,40,0,0,0,THREADFULL,470,490,370,380,370,360,340,400,0,0,THREADFULL,590,740,590,1090,960,710,950,690,0,0,THREADFULL,6150,5800,6080,10250,10170,6030,10130,5910,0,0,THREADFULL,52.9,51.9,51.9,53.8,53.2,51.4,53.2,52.0,0,0,THREADFULL,THREADFULL,506.0,0.0,THREADFULL,0.0,THREADFULL
2025-05-17 17:00:15,1175552,3366912,0,4300800,threadfull,1175552,3366912,4300800,,threadfull,90,10,380,0,60,80,40,0,0,0,THREADFULL,470,490,370,380,370,360,340,400,0,0,THREADFULL,590,740,590,1090,960,710,950,690,0,0,THREADFULL,6150,5800,6080,10250,10170,6030,10130,5910,0,0,THREADFULL,52.9,51.9,51.9,53.8,53.2,51.4,53.2,52.0,0,0,THREADFULL,THREADFULL,506.0,0.0,THREADFULL,0.0,THREADFULL
2025-05-17 17:00:30,1098618,3486073,0,4502793,threadfull,1056107,3440435,4492897,,threadfull,104,11,379,32,89,96,64,126,0,0,THREADFULL,586,759,447,605,457,512,474,554,0,0,THREADFULL,701,798,711,1195,1021,783,1030,769,0,0,THREADFULL,6150,5800,6080,10250,10170,6030,10130,5910,0,0,THREADFULL,52.9,51.9,51.9,53.8,53.2,51.4,53.2,52.0,0,0,THREADFULL,THREADFULL,3837.657689052487,0.0,THREADFULL,0.0,THREADFULL
2025-05-17 17:00:45,930360,3530668,0,4514271,threadfull,853205,3518764,4454652,,threadfull,81,18,249,72,161,124,40,34,0,0,THREADFULL,794,1060,631,934,742,721,830,763,0,0,THREADFULL,778,863,752,1256,1177,836,1109,852,0,0,THREADFULL,7094,7631,7479,12593,12083,7391,12866,7601,0,0,THREADFULL,60.3184904761905,62.22410198412701,61.44241190476193,62.34367619047619,62.27554920634919,60.79308677711178,62.61775133463028,62.85481616161613,0,0,THREADFULL,THREADFULL,4552.516508630258,0.0,THREADFULL,0.0,THREADFULL
2025-05-17 17:01:00,830954,3736630,0,4665703,threadfull,810315,3668122,4637615,,threadfull,81,18,249,73,160,124,40,33,0,0,THREADFULL,794,1060,631,934,742,721,830,773,0,0,THREADFULL,764,863,752,1261,1174,838,1110,846,0,0,THREADFULL,7570,7525,7675,12820,12970,7695,12930,7640,0,0,THREADFULL,65.5,66.8,65.8,68.9,68.4,65.85,68.75,67.0,0,0,THREADFULL,THREADFULL,6237.746545399045,0.0,THREADFULL,0.0,THREADFULL
2025-05-17 17:01:15,766787,3736630,0,4665703,threadfull,785885,3674676,4688834,,threadfull,38,5,89,139,336,131,6,11,0,0,THREADFULL,1342,1184,834,1274,985,1042,1148,1115,0,0,THREADFULL,914,918,942,1515,1375,876,1406,916,0,0,THREADFULL,7570,7525,7675,12820,12970,7695,12930,7640,0,0,THREADFULL,65.5,66.8,65.8,68.9,68.4,65.85,68.75,67.0,0,0,THREADFULL,THREADFULL,6594.454084859587,0.0,THREADFULL,0.0,THREADFULL
2025-05-17 17:01:30,766787,4481309,0,5427110,threadfull,785885,4351013,5461949,,threadfull,43,9,95,138,335,134,9,12,0,0,THREADFULL,1469,1273,911,1318,994,1084,1218,1165,0,0,THREADFULL,936,950,983,1567,1452,905,1472,962,0,0,THREADFULL,7570,7525,7675,12820,12970,7695,12930,7640,0,0,THREADFULL,65.5,66.8,65.8,68.9,68.4,65.85,68.75,67.0,0,0,THREADFULL,THREADFULL,6935.791103342929,0.0,THREADFULL,0.0,THREADFULL
2025-05-17 17:01:45,924553,4660105,0,5540867,threadfull,959480,4700306,5599326,,threadfull,68,42,153,143,231,125,22,26,0,0,THREADFULL,1181,1139,891,1105,854,1043,973,1117,0,0,THREADFULL,1057,1032,1054,1617,1619,1001,1551,1014,0,0,THREADFULL,7570,7525,7675,12820,12970,7695,12930,7640,0,0,THREADFULL,65.5,66.8,65.8,68.9,68.4,65.85,68.75,67.0,0,0,THREADFULL,THREADFULL,7418.768509407262,0.0,THREADFULL,0.0,THREADFULL
2025-05-17 17:02:00,994598,4919070,0,5801645,threadfull,1007558,4861171,5890823,,threadfull,59,47,154,144,219,125,24,26,0,0,THREADFULL,1181,1138,891,1021,848,1038,916,1116,0,0,THREADFULL,1074,1050,1061,1617,1646,1019,1557,1015,0,0,THREADFULL,7620,7870,7840,13050,13600,8110,13490,7990,0,0,THREADFULL,66.0,66.1,66.0,67.2,68.1,67.1,68.4,66.4,0,0,THREADFULL,THREADFULL,7287.671844110753,0.0,THREADFULL,0.0,THREADFULL
