"Time","{__name__=""gala_gopher_tcp_link_retran_packets"", client_ip=""127.0.0.1"", comm=""java"", container_id=""4e7317ba1a6a"", container_image=""petclinic-customers-service-chaos:latest"", container_name=""/customers-service"", instance=""localhost:9888"", job=""gala-gopher"", machine_id=""e519aef0-09d0-4de2-b55b-e83d5d003f30-192.168.122.86"", protocol=""10"", role=""server"", scenario=""customers gc stress"", server_ip=""127.0.0.1"", server_port=""42917"", tgid=""3538961""}"
2025-07-16 23:59:00,0
2025-07-16 23:59:15,0
2025-07-16 23:59:30,0
2025-07-16 23:59:45,0
2025-07-17 00:00:00,0
2025-07-17 00:00:15,0
2025-07-17 00:00:30,0
2025-07-17 00:00:45,0
2025-07-17 00:01:00,0
2025-07-17 00:01:15,0
2025-07-17 00:01:30,0
2025-07-17 00:01:45,0
2025-07-17 00:02:00,0
2025-07-17 00:02:15,0
2025-07-17 00:02:30,0
2025-07-17 00:02:45,0
2025-07-17 00:03:00,0
2025-07-17 00:03:15,0
2025-07-17 00:03:30,0
2025-07-17 00:03:45,0
2025-07-17 00:49:15,0
2025-07-17 00:49:30,0
2025-07-17 00:49:45,0
2025-07-17 00:50:00,0
2025-07-17 00:50:15,0
2025-07-17 00:50:30,0
2025-07-17 00:50:45,0
2025-07-17 00:51:00,0
2025-07-17 00:51:15,0
2025-07-17 00:51:30,0
2025-07-17 00:51:45,0
2025-07-17 00:52:00,0
2025-07-17 00:52:15,0
2025-07-17 00:52:30,0
2025-07-17 00:52:45,0
2025-07-17 00:53:00,0
2025-07-17 00:53:15,0
2025-07-17 00:53:30,0
2025-07-17 00:53:45,0
2025-07-17 00:54:00,0
